Student_ID,CGPA,Bachelors_Degree,Skills,Languages,Job_Experience,Duration_of_Internship_or_Job,Extra_Curricular,Research_Paper
5981,2.76,Data Science,"Data Structures & Algorithms (DSA), SQL, Artificial Intelligence, Operating Systems, Cloud Computing","Python, Ruby",Hardware Engineer,21 months,"Sports Club, Music Club, Student Government",Yes
5982,3.45,Robotics,"SQL, Machine Learning, Cloud Computing, Artificial Intelligence",Python,Data Analyst,12 months,Music Club,No
5983,2.67,Artificial Intelligence,"Operating Systems, PostgreSQL, Cloud Computing","Ruby, C, Java",Network Engineer,5 months,"Student Government, Debating Society, Coding Club",Yes
5984,3.37,Civil Engineering,"SQL, Cloud Computing, Computer Networks",C,Hardware Engineer,17 months,Student Government,No
5985,3.94,Electrical Engineering,"PostgreSQL, DevOps, Machine Learning","R, Ruby",Network Engineer,10 months,"Music Club, Student Government",No
5986,3.78,Software Engineering,"Artificial Intelligence, DevOps, SQL, PostgreSQL",Java,Network Engineer,12 months,"Volunteering, Music Club, Art Club",Yes
5987,3.47,Information Technology,"Data Structures & Algorithms (DSA), Computer Networks, Artificial Intelligence, PostgreSQL",C++,Systems Engineer,20 months,"Art Club, Student Government, Sports Club",No
5988,2.44,Data Science,"Data Structures & Algorithms (DSA), DevOps, Artificial Intelligence","R, C++, Python",Research Assistant,23 months,Coding Club,No
5989,2.53,Chemical Engineering,"Machine Learning, Operating Systems, Web Development, Cloud Computing",C++,Software Developer,24 months,"Music Club, Sports Club",Yes
5990,3.76,Mechanical Engineering,"PostgreSQL, Computer Networks, Operating Systems, Cloud Computing, SQL","JavaScript, R, C++",Hardware Engineer,24 months,"Coding Club, Music Club",Yes
5991,3.08,Computer Engineering,"Web Development, Machine Learning",Python,Network Engineer,24 months,Sports Club,No
5992,3.31,Information Technology,"Machine Learning, Operating Systems, DevOps, SQL",Java,Software Developer,17 months,"Volunteering, Sports Club, Debating Society",Yes
5993,2.87,Civil Engineering,"SQL, PostgreSQL","Ruby, C++, Java",Software Developer,12 months,"Art Club, Debating Society",No
5994,3.3,Computer Engineering,"DevOps, Artificial Intelligence","Python, C",Hardware Engineer,7 months,"Art Club, Music Club, Sports Club",No
5995,2.23,Robotics,"Web Development, Cloud Computing, Artificial Intelligence",R,Systems Engineer,16 months,"Music Club, Sports Club",No
5996,3.89,Information Technology,"SQL, Web Development, Cloud Computing, Machine Learning","Ruby, Java",Hardware Engineer,19 months,Coding Club,Yes
5997,2.89,Civil Engineering,"Artificial Intelligence, Machine Learning, PostgreSQL","R, C, Python",Systems Engineer,12 months,Student Government,Yes
5998,3.06,Civil Engineering,"Operating Systems, Machine Learning",R,Software Developer,22 months,Volunteering,No
5999,2.17,Mechanical Engineering,"Machine Learning, Operating Systems, Cloud Computing, Web Development","Java, C, R",Systems Engineer,24 months,"Sports Club, Art Club",Yes
6000,3.94,Civil Engineering,"Artificial Intelligence, Machine Learning",Python,Hardware Engineer,14 months,"Coding Club, Sports Club, Student Government",No
6001,3.31,Artificial Intelligence,"DevOps, Operating Systems",Java,Research Assistant,13 months,Volunteering,Yes
6002,3.96,Artificial Intelligence,"SQL, Computer Networks, Data Structures & Algorithms (DSA), DevOps",Java,Systems Engineer,17 months,"Music Club, Art Club, Sports Club",No
6003,2.12,Electrical Engineering,"Machine Learning, SQL, Data Structures & Algorithms (DSA), Artificial Intelligence, Operating Systems",JavaScript,Systems Engineer,23 months,Art Club,Yes
6004,2.61,Artificial Intelligence,"Data Structures & Algorithms (DSA), Computer Networks, PostgreSQL, Cloud Computing",Java,Software Developer,6 months,Student Government,No
6005,2.33,Data Science,"Computer Networks, Artificial Intelligence, Machine Learning, Web Development",Ruby,Hardware Engineer,19 months,"Debating Society, Student Government",Yes
6006,2.66,Software Engineering,"Operating Systems, Computer Networks, Data Structures & Algorithms (DSA), Web Development, PostgreSQL",Python,Network Engineer,14 months,"Debating Society, Coding Club, Volunteering",No
6007,2.11,Chemical Engineering,"Machine Learning, SQL, Computer Networks","C, C++, Ruby",Network Engineer,22 months,Sports Club,No
6008,2.3,Electrical Engineering,"Computer Networks, Data Structures & Algorithms (DSA)","C++, Ruby, C",Systems Engineer,18 months,Music Club,No
6009,2.59,Civil Engineering,"PostgreSQL, Data Structures & Algorithms (DSA), Machine Learning, Operating Systems, Cloud Computing",JavaScript,Research Assistant,17 months,"Art Club, Coding Club, Debating Society",Yes
6010,2.64,Mechanical Engineering,"PostgreSQL, Data Structures & Algorithms (DSA)",JavaScript,Research Assistant,5 months,"Music Club, Sports Club, Coding Club",No
6011,2.8,Data Science,"Operating Systems, Artificial Intelligence, PostgreSQL, SQL, Cloud Computing","Java, Ruby, Python",Systems Engineer,10 months,"Student Government, Art Club, Music Club",Yes
6012,2.56,Computer Engineering,"Operating Systems, Artificial Intelligence, Machine Learning",C++,Research Assistant,10 months,"Volunteering, Coding Club, Sports Club",No
6013,3.99,Data Science,"Operating Systems, Machine Learning, PostgreSQL","C++, Ruby, C",Hardware Engineer,8 months,"Music Club, Art Club",No
6014,2.06,Civil Engineering,"Machine Learning, Computer Networks, Operating Systems, Data Structures & Algorithms (DSA)","JavaScript, Java",Research Assistant,20 months,Debating Society,Yes
6015,3.6,Electrical Engineering,"Machine Learning, Cloud Computing, Web Development, Operating Systems, Data Structures & Algorithms (DSA)","Java, JavaScript, Python",Hardware Engineer,23 months,Debating Society,No
6016,2.36,Artificial Intelligence,"Computer Networks, Data Structures & Algorithms (DSA), SQL, PostgreSQL, Cloud Computing","JavaScript, Ruby, Python",Research Assistant,10 months,"Art Club, Music Club",Yes
6017,2.53,Data Science,"SQL, Operating Systems",C,Data Analyst,6 months,"Music Club, Volunteering",No
6018,3.58,Chemical Engineering,"Web Development, Operating Systems, Computer Networks, Machine Learning",C++,Research Assistant,7 months,"Sports Club, Student Government",No
6019,2.75,Mechanical Engineering,"DevOps, Web Development, Artificial Intelligence, Computer Networks",Python,Systems Engineer,14 months,"Volunteering, Music Club",Yes
6020,2.68,Chemical Engineering,"DevOps, SQL, Operating Systems, Artificial Intelligence, Machine Learning","C, R, Ruby",Systems Engineer,6 months,"Art Club, Music Club",No
6021,2.35,Data Science,"Operating Systems, Machine Learning, Cloud Computing, Web Development","Ruby, R, C++",Hardware Engineer,3 months,"Sports Club, Volunteering, Music Club",Yes
6022,3.55,Artificial Intelligence,"SQL, PostgreSQL","C++, Python",Software Developer,3 months,"Student Government, Sports Club, Debating Society",Yes
6023,2.95,Data Science,"Data Structures & Algorithms (DSA), Computer Networks, Web Development","JavaScript, R",Hardware Engineer,11 months,"Music Club, Sports Club",No
6024,3.21,Computer Engineering,"Data Structures & Algorithms (DSA), SQL, Cloud Computing, Artificial Intelligence",C++,Software Developer,13 months,Sports Club,No
6025,2.2,Robotics,"Artificial Intelligence, PostgreSQL, SQL, Machine Learning, Web Development",Java,Network Engineer,14 months,"Sports Club, Art Club",No
6026,3.79,Robotics,"Web Development, Operating Systems, PostgreSQL","Java, C++, C",Network Engineer,20 months,Coding Club,Yes
6027,3.24,Chemical Engineering,"Data Structures & Algorithms (DSA), Operating Systems, DevOps","Ruby, Python",Software Developer,10 months,Debating Society,No
6028,2.62,Data Science,"Web Development, Cloud Computing, Operating Systems, DevOps","R, JavaScript",Research Assistant,18 months,"Music Club, Volunteering, Debating Society",No
6029,3.67,Artificial Intelligence,"Computer Networks, PostgreSQL",Ruby,Software Developer,15 months,"Sports Club, Student Government",No
6030,2.24,Mechanical Engineering,"Web Development, Computer Networks, Artificial Intelligence, PostgreSQL","Ruby, C, C++",Software Developer,8 months,"Art Club, Sports Club",Yes
6031,2.16,Data Science,"Artificial Intelligence, Web Development, Cloud Computing, Computer Networks, Machine Learning","R, C, C++",Hardware Engineer,23 months,"Music Club, Art Club, Student Government",No
6032,3.42,Electrical Engineering,"Operating Systems, Cloud Computing, SQL, Data Structures & Algorithms (DSA), DevOps","JavaScript, C++",Software Developer,9 months,"Student Government, Volunteering, Coding Club",No
6033,2.39,Computer Engineering,"Data Structures & Algorithms (DSA), SQL, PostgreSQL, DevOps","Python, JavaScript, R",Data Analyst,8 months,"Debating Society, Student Government, Music Club",No
6034,2.5,Mechanical Engineering,"Web Development, PostgreSQL, DevOps","C, R, Ruby",Software Developer,8 months,"Sports Club, Music Club",No
6035,2.92,Civil Engineering,"Data Structures & Algorithms (DSA), SQL",Java,Software Developer,8 months,"Art Club, Volunteering",No
6036,2.93,Artificial Intelligence,"SQL, Data Structures & Algorithms (DSA), Cloud Computing, Artificial Intelligence",C,Software Developer,21 months,Volunteering,No
6037,2.17,Mechanical Engineering,"Operating Systems, Computer Networks, SQL, Web Development, Machine Learning","C++, R, Java",Systems Engineer,15 months,Debating Society,Yes
6038,2.24,Robotics,"Data Structures & Algorithms (DSA), SQL, Operating Systems","R, JavaScript",Software Developer,18 months,"Debating Society, Coding Club",No
6039,3.95,Information Technology,"PostgreSQL, Web Development, Data Structures & Algorithms (DSA)",Java,Hardware Engineer,8 months,"Music Club, Student Government",No
6040,2.57,Software Engineering,"SQL, DevOps, Web Development","Java, C",Research Assistant,5 months,"Volunteering, Coding Club",No
6041,3.09,Information Technology,"Computer Networks, DevOps, PostgreSQL, Cloud Computing, Machine Learning","Java, C++",Network Engineer,24 months,"Coding Club, Volunteering, Music Club",Yes
6042,2.0,Electrical Engineering,"Artificial Intelligence, Web Development, Computer Networks","JavaScript, Ruby",Software Developer,9 months,"Student Government, Music Club",No
6043,3.77,Robotics,"PostgreSQL, DevOps, Operating Systems, Cloud Computing, Computer Networks","Ruby, JavaScript",Research Assistant,17 months,Music Club,Yes
6044,3.94,Artificial Intelligence,"Machine Learning, Computer Networks, Data Structures & Algorithms (DSA), DevOps",Ruby,Network Engineer,11 months,"Music Club, Volunteering, Coding Club",No
6045,2.55,Civil Engineering,"Machine Learning, Data Structures & Algorithms (DSA), DevOps","Ruby, C",Software Developer,20 months,"Art Club, Sports Club, Debating Society",Yes
6046,2.89,Chemical Engineering,"SQL, Web Development, Data Structures & Algorithms (DSA)","R, Python, Ruby",Software Developer,11 months,"Volunteering, Debating Society",Yes
6047,3.53,Computer Engineering,"DevOps, Web Development",JavaScript,Software Developer,20 months,"Art Club, Student Government, Sports Club",Yes
6048,3.4,Civil Engineering,"DevOps, Computer Networks, PostgreSQL",C++,Systems Engineer,20 months,Music Club,Yes
6049,2.02,Data Science,"Artificial Intelligence, SQL, Cloud Computing, PostgreSQL","Java, Python",Research Assistant,3 months,"Debating Society, Coding Club",No
6050,2.04,Civil Engineering,"PostgreSQL, Computer Networks, Data Structures & Algorithms (DSA)",JavaScript,Data Analyst,19 months,"Sports Club, Coding Club, Music Club",No
6051,2.36,Mechanical Engineering,"Web Development, PostgreSQL","Python, C++, C",Network Engineer,7 months,Music Club,No
6052,3.21,Robotics,"Data Structures & Algorithms (DSA), Machine Learning",C,Network Engineer,12 months,Student Government,Yes
6053,2.28,Civil Engineering,"PostgreSQL, Web Development, Data Structures & Algorithms (DSA), DevOps, Cloud Computing","C++, Python",Research Assistant,11 months,"Coding Club, Student Government",Yes
6054,2.82,Data Science,"SQL, Web Development, Machine Learning","C, R",Hardware Engineer,21 months,"Debating Society, Coding Club",No
6055,2.94,Computer Engineering,"Operating Systems, SQL, Machine Learning, Web Development","C++, Ruby",Network Engineer,22 months,"Student Government, Sports Club, Coding Club",No
6056,3.38,Information Technology,"Artificial Intelligence, PostgreSQL, Machine Learning, Cloud Computing","JavaScript, Java, Python",Research Assistant,19 months,"Art Club, Volunteering, Debating Society",Yes
6057,3.37,Chemical Engineering,"Machine Learning, Artificial Intelligence","JavaScript, R",Hardware Engineer,24 months,"Volunteering, Debating Society",Yes
6058,2.76,Data Science,"Machine Learning, Cloud Computing, PostgreSQL, SQL","Java, C++, R",Network Engineer,8 months,"Sports Club, Volunteering",No
6059,3.1,Computer Engineering,"Artificial Intelligence, Cloud Computing, DevOps","C++, C, R",Systems Engineer,11 months,"Music Club, Debating Society, Volunteering",Yes
6060,2.24,Robotics,"PostgreSQL, Web Development, SQL, Artificial Intelligence, Computer Networks","C++, Ruby, JavaScript",Research Assistant,14 months,"Coding Club, Volunteering, Student Government",No
6061,3.06,Mechanical Engineering,"Machine Learning, Operating Systems",Ruby,Data Analyst,10 months,"Sports Club, Coding Club, Music Club",No
6062,3.88,Information Technology,"Computer Networks, DevOps","C++, JavaScript",Hardware Engineer,19 months,Music Club,No
6063,3.87,Chemical Engineering,"Artificial Intelligence, DevOps, Cloud Computing, PostgreSQL, Machine Learning","Java, R, Ruby",Research Assistant,12 months,"Music Club, Coding Club, Debating Society",No
6064,2.57,Robotics,"PostgreSQL, SQL, Computer Networks, Operating Systems, Artificial Intelligence","Ruby, Java",Data Analyst,18 months,"Volunteering, Sports Club, Student Government",No
6065,3.02,Robotics,"Operating Systems, Artificial Intelligence","Python, Ruby",Software Developer,21 months,Volunteering,No
6066,3.68,Information Technology,"Web Development, SQL, PostgreSQL, Machine Learning, Computer Networks","C, Java",Systems Engineer,16 months,"Sports Club, Student Government, Coding Club",Yes
6067,3.29,Software Engineering,"PostgreSQL, Machine Learning, Web Development, Computer Networks, Data Structures & Algorithms (DSA)","C++, R",Systems Engineer,19 months,Art Club,Yes
6068,2.23,Computer Engineering,"DevOps, Web Development, Operating Systems, SQL, Machine Learning","R, Python",Network Engineer,6 months,"Debating Society, Art Club, Coding Club",No
6069,3.14,Robotics,"Machine Learning, Cloud Computing","Python, C",Research Assistant,3 months,"Art Club, Volunteering, Sports Club",Yes
6070,3.83,Computer Engineering,"Web Development, Cloud Computing, Computer Networks",R,Research Assistant,23 months,"Sports Club, Art Club, Coding Club",No
6071,3.21,Civil Engineering,"Computer Networks, Machine Learning, Cloud Computing","Ruby, C++, JavaScript",Software Developer,7 months,Art Club,Yes
6072,3.61,Robotics,"DevOps, Web Development, SQL, Cloud Computing",Ruby,Hardware Engineer,12 months,"Art Club, Student Government",No
